Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Months Code,Months,Year Code,Year,Unit,Value,Flag,Flag Description
"ET","Temperature change","79","Germany","7271","Temperature change","7019","Sep–Oct–Nov","2019","2019","°C","1.465","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7019","Sep–Oct–Nov","2020","2020","°C","1.873","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7020","Meteorological year","2010","2010","°C","0.182","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7020","Meteorological year","2011","2011","°C","1.108","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7020","Meteorological year","2012","2012","°C","1.338","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7020","Meteorological year","2013","2013","°C","0.571","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7020","Meteorological year","2014","2014","°C","2.506","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7020","Meteorological year","2015","2015","°C","1.658","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7020","Meteorological year","2016","2016","°C","1.971","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7020","Meteorological year","2017","2017","°C","1.636","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7020","Meteorological year","2018","2018","°C","2.377","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7020","Meteorological year","2019","2019","°C","2.314","Fc","Calculated data"
"ET","Temperature change","79","Germany","7271","Temperature change","7020","Meteorological year","2020","2020","°C","2.499","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7001","January","2010","2010","°C","0.302","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7001","January","2011","2011","°C","-0.355","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7001","January","2012","2012","°C","-0.131","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7001","January","2013","2013","°C","0.149","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7001","January","2014","2014","°C","0.275","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7001","January","2015","2015","°C","0.029","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7001","January","2016","2016","°C","1.192","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7001","January","2017","2017","°C","0.866","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7001","January","2018","2018","°C","0.678","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7001","January","2019","2019","°C","0.237","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7001","January","2020","2020","°C","0.313","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7002","February","2010","2010","°C","1.117","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7002","February","2011","2011","°C","0.445","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7002","February","2012","2012","°C","0.135","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7002","February","2013","2013","°C","0.634","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7002","February","2014","2014","°C","-0.346","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7002","February","2015","2015","°C","1.085","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7002","February","2016","2016","°C","1.893","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7002","February","2017","2017","°C","1.428","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7002","February","2018","2018","°C","1.438","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7002","February","2019","2019","°C","0.517","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7002","February","2020","2020","°C","0.445","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7003","March","2010","2010","°C","2.264","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7003","March","2011","2011","°C","0.624","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7003","March","2012","2012","°C","0.388","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7003","March","2013","2013","°C","0.657","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7003","March","2014","2014","°C","-0.287","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7003","March","2015","2015","°C","-0.107","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7003","March","2016","2016","°C","1.654","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7003","March","2017","2017","°C","0.671","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7003","March","2018","2018","°C","1.473","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7003","March","2019","2019","°C","0.242","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7003","March","2020","2020","°C","-0.213","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7004","April","2010","2010","°C","2.081","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7004","April","2011","2011","°C","-0.441","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7004","April","2012","2012","°C","0.284","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7004","April","2013","2013","°C","0.187","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7004","April","2014","2014","°C","0.328","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7004","April","2015","2015","°C","-0.499","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7004","April","2016","2016","°C","1.765","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7004","April","2017","2017","°C","1.31","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7004","April","2018","2018","°C","0.708","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7004","April","2019","2019","°C","1.14","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7004","April","2020","2020","°C","0.183","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7005","May","2010","2010","°C","1.175","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7005","May","2011","2011","°C","0.335","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7005","May","2012","2012","°C","0.799","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7005","May","2013","2013","°C","0.949","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7005","May","2014","2014","°C","-0.096","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7005","May","2015","2015","°C","0.755","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7005","May","2016","2016","°C","0.68","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7005","May","2017","2017","°C","0.949","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7005","May","2018","2018","°C","0.721","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7005","May","2019","2019","°C","0.962","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7005","May","2020","2020","°C","0.243","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7006","June","2010","2010","°C","0.92","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7006","June","2011","2011","°C","-0.282","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7006","June","2012","2012","°C","1.272","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7006","June","2013","2013","°C","-0.489","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7006","June","2014","2014","°C","1.547","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7006","June","2015","2015","°C","0.149","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7006","June","2016","2016","°C","0.745","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7006","June","2017","2017","°C","0.281","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7006","June","2018","2018","°C","0.525","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7006","June","2019","2019","°C","1.704","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7006","June","2020","2020","°C","-0.324","Fc","Calculated data"
"ET","Temperature change","100","India","7271","Temperature change","7007","July","2010","2010","°C","0.651","Fc","Calculated data"
